report_date,US$1,SDR1
1981-01-02,0.786322,1.271740
1981-01-05,0.781833,1.279050
1981-01-06,0.777435,1.286280
1981-01-07,0.778986,1.283720
1981-01-08,0.782939,1.277240
1981-01-09,0.784116,1.275320
1981-01-12,0.785398,1.273240
1981-01-13,0.790018,1.265790
1981-01-14,0.788189,1.268730
1981-01-15,0.788795,1.267760
1981-01-16,0.790531,1.264970
1981-01-19,0.787438,1.269940
1981-01-20,0.788099,1.268880
1981-01-21,0.783950,1.275590
1981-01-22,0.787920,1.269160
1981-01-23,0.791166,1.263960
1981-01-26,0.794004,1.259440
1981-01-27,0.794622,1.258460
1981-01-28,0.798015,1.253110
1981-01-29,0.799544,1.250710
1981-01-30,0.803745,1.244180
1981-02-02,0.802890,1.245500
1981-02-03,0.809783,1.234900
1981-02-04,0.806234,1.240340
1981-02-05,0.803824,1.244050
1981-02-06,0.807501,1.238390
1981-02-09,0.807223,1.238820
1981-02-10,0.807532,1.238340
1981-02-11,0.808909,1.236230
1981-02-12,0.812295,1.231080
1981-02-13,0.816747,1.224370
1981-02-16,0.826526,1.209880
1981-02-17,0.818237,1.222140
1981-02-18,0.815408,1.226380
1981-02-19,0.815593,1.226100
1981-02-20,0.806464,1.239980
1981-02-23,0.810902,1.233190
1981-02-24,0.810655,1.233570
1981-02-25,0.812042,1.231460
1981-02-26,0.814577,1.227630
1981-02-27,0.817472,1.223280
1981-03-02,0.822519,1.215780
1981-03-03,0.823955,1.213660
1981-03-04,0.815603,1.226090
1981-03-05,0.817801,1.222790
1981-03-06,0.820687,1.218490
1981-03-09,0.818574,1.221640
1981-03-10,0.814223,1.228170
1981-03-11,0.814328,1.228010
1981-03-12,0.814675,1.227480
1981-03-13,0.814837,1.227240
1981-03-16,0.812185,1.231250
1981-03-17,0.809130,1.235900
1981-03-18,0.806108,1.240530
1981-03-19,0.804685,1.242720
1981-03-20,0.808070,1.237520
1981-03-23,0.810921,1.233170
1981-03-24,0.810879,1.233230
1981-03-25,0.810221,1.234230
1981-03-26,0.812581,1.230650
1981-03-27,0.817838,1.222740
1981-03-30,0.816891,1.224150
1981-03-31,0.813986,1.228520
1981-04-01,0.813948,1.228580
1981-04-02,0.814490,1.227760
1981-04-03,0.819739,1.219900
1981-04-06,0.824220,1.213270
1981-04-07,0.823233,1.214720
1981-04-08,0.819335,1.220500
1981-04-09,0.822193,1.216260
1981-04-10,0.823438,1.214420
1981-04-13,0.829355,1.205760
1981-04-14,0.827022,1.209160
1981-04-15,0.828579,1.206890
1981-04-16,0.830699,1.203810
1981-04-17,0.831559,1.202560
1981-04-20,0.831165,1.203130
1981-04-21,0.830970,1.203410
1981-04-22,0.829321,1.205810
1981-04-23,0.827506,1.208450
1981-04-24,0.829003,1.206270
1981-04-27,0.826879,1.209370
1981-04-28,0.829212,1.205960
1981-04-29,0.832652,1.200980
1981-04-30,0.834321,1.198580
1981-05-01,0.834949,1.197680
1981-05-04,0.840201,1.190190
1981-05-05,0.843558,1.185460
1981-05-06,0.841224,1.188740
1981-05-07,0.842234,1.187320
1981-05-08,0.840812,1.189330
1981-05-11,0.844772,1.183750
1981-05-12,0.847690,1.179680
1981-05-13,0.848087,1.179120
1981-05-14,0.853330,1.171880
1981-05-15,0.851245,1.174750
1981-05-18,0.849381,1.177330
1981-05-19,0.849193,1.177590
1981-05-20,0.848956,1.177920
1981-05-21,0.851694,1.174130
1981-05-22,0.853504,1.171640
1981-05-26,0.855483,1.168930
1981-05-27,0.856720,1.167240
1981-05-28,0.855999,1.168230
1981-05-29,0.854589,1.170150
1981-06-01,0.853797,1.171240
1981-06-02,0.859877,1.162960
1981-06-03,0.860555,1.162040
1981-06-04,0.867416,1.152850
1981-06-05,0.874128,1.144000
1981-06-08,0.872405,1.146260
1981-06-09,0.867661,1.152520
1981-06-10,0.865955,1.154800
1981-06-11,0.869337,1.150300
1981-06-12,0.868598,1.151280
1981-06-15,0.862215,1.159800
1981-06-16,0.857537,1.166130
1981-06-17,0.857858,1.165690
1981-06-18,0.861740,1.160440
1981-06-19,0.866538,1.154020
1981-06-22,0.863099,1.158620
1981-06-23,0.860818,1.161690
1981-06-24,0.863685,1.157830
1981-06-25,0.866207,1.154460
1981-06-26,0.869880,1.149580
1981-06-29,0.867150,1.153200
1981-06-30,0.869113,1.150600
1981-07-01,0.873629,1.144650
1981-07-02,0.875255,1.142520
1981-07-03,0.874369,1.143680
1981-07-06,0.879481,1.137030
1981-07-07,0.876990,1.140260
1981-07-08,0.879777,1.136650
1981-07-09,0.880584,1.135610
1981-07-10,0.879192,1.137410
1981-07-13,0.876002,1.141550
1981-07-14,0.881608,1.134290
1981-07-15,0.878484,1.138330
1981-07-16,0.876802,1.140510
1981-07-17,0.878633,1.138130
1981-07-20,0.881329,1.134650
1981-07-21,0.884686,1.130340
1981-07-22,0.883589,1.131750
1981-07-23,0.882664,1.132930
1981-07-24,0.883373,1.132030
1981-07-27,0.880520,1.135690
1981-07-28,0.884133,1.131050
1981-07-29,0.885626,1.129150
1981-07-30,0.888081,1.126020
1981-07-31,0.887128,1.127230
1981-08-03,0.895772,1.116360
1981-08-04,0.897184,1.114600
1981-08-05,0.895251,1.117010
1981-08-06,0.895303,1.116940
1981-08-07,0.897991,1.113600
1981-08-10,0.903987,1.106210
1981-08-11,0.901890,1.108780
1981-08-12,0.896822,1.115050
1981-08-13,0.892978,1.119850
1981-08-14,0.892601,1.120320
1981-08-17,0.894068,1.118480
1981-08-18,0.883404,1.131990
1981-08-19,0.887164,1.127190
1981-08-20,0.884844,1.130140
1981-08-21,0.882241,1.133480
1981-08-24,0.879628,1.136840
1981-08-25,0.889064,1.124780
1981-08-26,0.887548,1.126700
1981-08-27,0.885327,1.129530
1981-08-28,0.885474,1.129340
1981-08-31,0.882840,1.132710
1981-09-01,0.884659,1.130380
1981-09-02,0.881575,1.134330
1981-09-03,0.879918,1.136470
1981-09-04,0.880186,1.136120
1981-09-07,0.882542,1.133090
1981-09-08,0.882527,1.133110
1981-09-09,0.885362,1.129480
1981-09-10,0.883639,1.131680
1981-09-11,0.881851,1.133980
1981-09-14,0.879370,1.137180
1981-09-15,0.873588,1.144710
1981-09-16,0.868569,1.151320
1981-09-17,0.861907,1.160220
1981-09-18,0.863348,1.158280
1981-09-21,0.857302,1.166450
1981-09-22,0.862883,1.158910
1981-09-23,0.863964,1.157460
1981-09-24,0.871992,1.146800
1981-09-25,0.872884,1.145630
1981-09-28,0.878033,1.138910
1981-09-29,0.871667,1.147230
1981-09-30,0.873668,1.144600
1981-10-01,0.873055,1.145400
1981-10-02,0.867700,1.152470
1981-10-05,0.865356,1.155590
1981-10-06,0.861981,1.160120
1981-10-07,0.860824,1.161680
1981-10-08,0.861191,1.161180
1981-10-09,0.854181,1.170710
1981-10-12,0.855232,1.169270
1981-10-13,0.859533,1.163420
1981-10-14,0.862163,1.159870
1981-10-15,0.859969,1.162830
1981-10-16,0.865784,1.155020
1981-10-19,0.866106,1.154590
1981-10-20,0.865345,1.155610
1981-10-21,0.869189,1.150500
1981-10-22,0.871069,1.148020
1981-10-23,0.872221,1.146500
1981-10-26,0.878276,1.138590
1981-10-27,0.876928,1.140340
1981-10-28,0.875360,1.142390
1981-10-29,0.874853,1.143050
1981-10-30,0.868675,1.151180
1981-11-02,0.862346,1.159630
1981-11-03,0.862741,1.159100
1981-11-04,0.858707,1.164540
1981-11-05,0.859626,1.163300
1981-11-06,0.861846,1.160300
1981-11-09,0.856884,1.167020
1981-11-10,0.861649,1.160570
1981-11-11,0.860413,1.162230
1981-11-12,0.858404,1.164950
1981-11-13,0.858072,1.165400
1981-11-16,0.859819,1.163040
1981-11-17,0.859691,1.163210
1981-11-18,0.860422,1.162220
1981-11-19,0.854582,1.170160
1981-11-20,0.857140,1.166670
1981-11-23,0.859332,1.163700
1981-11-24,0.855647,1.168710
1981-11-25,0.853528,1.171610
1981-11-26,0.851805,1.173980
1981-11-27,0.851579,1.174290
1981-11-30,0.846939,1.180720
1981-12-01,0.850073,1.176370
1981-12-02,0.852067,1.173620
1981-12-03,0.853100,1.172200
1981-12-04,0.851088,1.174970
1981-12-07,0.852082,1.173600
1981-12-08,0.855679,1.168660
1981-12-09,0.856527,1.167510
1981-12-10,0.858377,1.164990
1981-12-11,0.860375,1.162280
1981-12-14,0.866192,1.154480
1981-12-15,0.863456,1.158140
1981-12-16,0.860661,1.161900
1981-12-17,0.860776,1.161740
1981-12-18,0.864823,1.156310
1981-12-21,0.864042,1.157350
1981-12-22,0.862069,1.160000
1981-12-23,0.862085,1.159980
1981-12-24,0.863506,1.158070
1981-12-28,0.863157,1.158540
1981-12-29,0.862505,1.159410
1981-12-30,0.860775,1.161740
1981-12-31,0.859135,1.163960
1982-01-04,0.854403,1.170410
1982-01-05,0.858516,1.164800
1982-01-06,0.857753,1.165840
1982-01-07,0.860786,1.161730
1982-01-08,0.860781,1.161740
1982-01-11,0.863212,1.158460
1982-01-12,0.867429,1.152830
1982-01-13,0.865635,1.155220
1982-01-14,0.870246,1.149100
1982-01-15,0.868152,1.151870
1982-01-18,0.869816,1.149670
1982-01-19,0.866176,1.154500
1982-01-20,0.868868,1.150920
1982-01-21,0.869486,1.150110
1982-01-22,0.870200,1.149160
1982-01-25,0.876087,1.141440
1982-01-26,0.876824,1.140480
1982-01-27,0.871257,1.147770
1982-01-28,0.875335,1.142420
1982-01-29,0.871199,1.147840
1982-02-01,0.876720,1.140620
1982-02-02,0.880869,1.135240
1982-02-03,0.878019,1.138930
1982-02-04,0.879123,1.137500
1982-02-05,0.877268,1.139900
1982-02-08,0.879303,1.137270
1982-02-09,0.884291,1.130850
1982-02-10,0.882550,1.133080
1982-02-11,0.881855,1.133970
1982-02-12,0.886135,1.128500
1982-02-15,0.889561,1.124150
1982-02-16,0.889148,1.124670
1982-02-17,0.887110,1.127260
1982-02-18,0.885512,1.129290
1982-02-19,0.879689,1.136770
1982-02-22,0.879466,1.137050
1982-02-23,0.882279,1.133430
1982-02-24,0.882613,1.133000
1982-02-25,0.885334,1.129520
1982-02-26,0.887400,1.126890
1982-03-01,0.887296,1.127020
1982-03-02,0.886187,1.128430
1982-03-03,0.884982,1.129970
1982-03-04,0.885161,1.129740
1982-03-05,0.881397,1.134560
1982-03-08,0.880583,1.135610
1982-03-09,0.885010,1.129930
1982-03-10,0.885816,1.128900
1982-03-11,0.885973,1.128700
1982-03-12,0.889049,1.124800
1982-03-15,0.887592,1.126640
1982-03-16,0.890549,1.122900
1982-03-17,0.890012,1.123580
1982-03-18,0.890428,1.123060
1982-03-19,0.893347,1.119390
1982-03-22,0.894178,1.118350
1982-03-23,0.895532,1.116660
1982-03-24,0.892100,1.120950
1982-03-25,0.894654,1.117750
1982-03-26,0.897547,1.114150
1982-03-29,0.898712,1.112700
1982-03-30,0.898152,1.113400
1982-03-31,0.898398,1.113090
1982-04-01,0.898249,1.113280
1982-04-02,0.896372,1.115610
1982-04-05,0.899022,1.112320
1982-04-06,0.900927,1.109970
1982-04-07,0.898925,1.112440
1982-04-08,0.901751,1.108950
1982-04-09,0.901654,1.109070
1982-04-12,0.900730,1.110210
1982-04-13,0.900413,1.110600
1982-04-14,0.899805,1.111350
1982-04-15,0.901582,1.109160
1982-04-16,0.902118,1.108500
1982-04-19,0.899986,1.111130
1982-04-20,0.895867,1.116240
1982-04-21,0.895438,1.116770
1982-04-22,0.895806,1.116310
1982-04-23,0.896270,1.115740
1982-04-26,0.891114,1.122190
1982-04-27,0.891718,1.121430
1982-04-28,0.888288,1.125760
1982-04-29,0.888731,1.125200
1982-04-30,0.885211,1.129670
1982-05-03,0.884082,1.131120
1982-05-04,0.885004,1.129940
1982-05-05,0.883032,1.132460
1982-05-06,0.879003,1.137650
1982-05-07,0.876736,1.140590
1982-05-10,0.875782,1.141840
1982-05-11,0.875505,1.142200
1982-05-12,0.874007,1.144160
1982-05-13,0.877562,1.139520
1982-05-14,0.881178,1.134850
1982-05-17,0.878032,1.138910
1982-05-18,0.883317,1.132100
1982-05-19,0.883431,1.131950
1982-05-20,0.885087,1.129830
1982-05-21,0.881429,1.134520
1982-05-24,0.880667,1.135500
1982-05-25,0.881972,1.133820
1982-05-26,0.883312,1.132100
1982-05-27,0.887012,1.127380
1982-05-28,0.889599,1.124100
1982-06-01,0.892538,1.120400
1982-06-02,0.895558,1.116620
1982-06-03,0.892738,1.120150
1982-06-04,0.890793,1.122600
1982-06-07,0.894582,1.117840
1982-06-08,0.894861,1.117490
1982-06-09,0.900584,1.110390
1982-06-10,0.900840,1.110080
1982-06-11,0.897074,1.114740
1982-06-14,0.906321,1.103360
1982-06-15,0.909022,1.100080
1982-06-16,0.910606,1.098170
1982-06-17,0.913509,1.094680
1982-06-18,0.915393,1.092430
1982-06-21,0.921249,1.085480
1982-06-22,0.916346,1.091290
1982-06-23,0.919647,1.087370
1982-06-24,0.915385,1.092440
1982-06-25,0.920581,1.086270
1982-06-28,0.921647,1.085010
1982-06-29,0.918615,1.088600
1982-06-30,0.915547,1.092240
1982-07-01,0.916310,1.091330
1982-07-02,0.916422,1.091200
1982-07-05,0.917846,1.089510
1982-07-06,0.919748,1.087250
1982-07-07,0.924474,1.081700
1982-07-08,0.923030,1.083390
1982-07-09,0.920682,1.086150
1982-07-12,0.915213,1.092640
1982-07-13,0.917908,1.089430
1982-07-14,0.920687,1.086150
1982-07-15,0.920872,1.085930
1982-07-16,0.921052,1.085720
1982-07-19,0.915457,1.092350
1982-07-20,0.916069,1.091620
1982-07-21,0.912689,1.095660
1982-07-22,0.911984,1.096510
1982-07-23,0.905847,1.103940
1982-07-26,0.906798,1.102780
1982-07-27,0.909694,1.099270
1982-07-28,0.912373,1.096040
1982-07-29,0.915291,1.092550
1982-07-30,0.915684,1.092080
1982-08-02,0.912162,1.096300
1982-08-03,0.912108,1.096360
1982-08-04,0.920168,1.086760
1982-08-05,0.919584,1.087450
1982-08-06,0.924584,1.081570
1982-08-09,0.928203,1.077350
1982-08-10,0.923285,1.083090
1982-08-11,0.928509,1.077000
1982-08-12,0.927643,1.078000
1982-08-13,0.924278,1.081930
1982-08-16,0.927880,1.077730
1982-08-17,0.928734,1.076730
1982-08-18,0.920067,1.086880
1982-08-19,0.921499,1.085190
1982-08-20,0.915988,1.091720
1982-08-23,0.916512,1.091090
1982-08-24,0.911567,1.097010
1982-08-25,0.909578,1.099410
1982-08-26,0.911994,1.096500
1982-08-27,0.915009,1.092890
1982-08-30,0.925210,1.080840
1982-08-31,0.923282,1.083090
1982-09-01,0.923684,1.082620
1982-09-02,0.918608,1.088600
1982-09-03,0.916726,1.090840
1982-09-06,0.921005,1.085770
1982-09-07,0.919296,1.087790
1982-09-08,0.922778,1.083680
1982-09-09,0.923578,1.082750
1982-09-10,0.926044,1.079860
1982-09-13,0.929304,1.076070
1982-09-14,0.928007,1.077580
1982-09-15,0.925737,1.080220
1982-09-16,0.928206,1.077350
1982-09-17,0.926819,1.078960
1982-09-20,0.925589,1.080390
1982-09-21,0.927170,1.078550
1982-09-22,0.925541,1.080450
1982-09-23,0.926939,1.078820
1982-09-24,0.929384,1.075980
1982-09-27,0.932041,1.072910
1982-09-28,0.933484,1.071260
1982-09-29,0.932054,1.072900
1982-09-30,0.932544,1.072340
1982-10-01,0.931891,1.073090
1982-10-04,0.937022,1.067210
1982-10-05,0.937871,1.066250
1982-10-06,0.936658,1.067630
1982-10-07,0.935224,1.069260
1982-10-08,0.930525,1.074660
1982-10-11,0.926149,1.079740
1982-10-12,0.925947,1.079980
1982-10-13,0.927676,1.077960
1982-10-14,0.929178,1.076220
1982-10-15,0.931771,1.073230
1982-10-18,0.929542,1.075800
1982-10-19,0.930811,1.074330
1982-10-20,0.932247,1.072680
1982-10-21,0.934383,1.070230
1982-10-22,0.933480,1.071260
1982-10-25,0.938416,1.065630
1982-10-26,0.937057,1.067170
1982-10-27,0.936645,1.067640
1982-10-28,0.938638,1.065370
1982-10-29,0.941292,1.062370
1982-11-01,0.940033,1.063790
1982-11-02,0.937406,1.066770
1982-11-03,0.938764,1.065230
1982-11-04,0.942325,1.061210
1982-11-05,0.941585,1.062040
1982-11-08,0.943703,1.059660
1982-11-09,0.942290,1.061240
1982-11-10,0.938397,1.065650
1982-11-11,0.941010,1.062690
1982-11-12,0.940548,1.063210
1982-11-15,0.941893,1.061690
1982-11-16,0.939952,1.063880
1982-11-17,0.939049,1.064910
1982-11-18,0.939402,1.064510
1982-11-19,0.935301,1.069170
1982-11-22,0.933779,1.070920
1982-11-23,0.936335,1.067990
1982-11-24,0.932406,1.072490
1982-11-25,0.929591,1.075740
1982-11-26,0.930889,1.074240
1982-11-29,0.926458,1.079380
1982-11-30,0.926330,1.079530
1982-12-01,0.920145,1.086790
1982-12-02,0.922115,1.084460
1982-12-03,0.917858,1.089490
1982-12-06,0.914511,1.093480
1982-12-07,0.912286,1.096150
1982-12-08,0.915141,1.092730
1982-12-09,0.917163,1.090320
1982-12-10,0.918513,1.088720
1982-12-13,0.922699,1.083780
1982-12-14,0.918524,1.088700
1982-12-15,0.918491,1.088740
1982-12-16,0.916308,1.091340
1982-12-17,0.914033,1.094050
1982-12-20,0.916018,1.091680
1982-12-21,0.913692,1.094460
1982-12-22,0.912599,1.095770
1982-12-23,0.911948,1.096550
1982-12-27,0.908936,1.100190
1982-12-28,0.905483,1.104380
1982-12-29,0.903929,1.106280
1982-12-30,0.905047,1.104920
1983-01-03,0.904362,1.105750
1983-01-04,0.900854,1.110060
1983-01-05,0.900170,1.110900
1983-01-06,0.901312,1.109490
1983-01-07,0.901933,1.108730
1983-01-10,0.898625,1.112810
1983-01-11,0.901066,1.109800
1983-01-12,0.903304,1.107050
1983-01-13,0.902748,1.107730
1983-01-14,0.904778,1.105240
1983-01-17,0.903647,1.106630
1983-01-18,0.908684,1.100490
1983-01-19,0.913632,1.094530
1983-01-20,0.912417,1.095990
1983-01-21,0.914717,1.093230
1983-01-24,0.924884,1.081220
1983-01-25,0.920333,1.086560
1983-01-26,0.914881,1.093040
1983-01-27,0.919384,1.087690
1983-01-28,0.918821,1.088350
1983-01-31,0.920426,1.086450
1983-02-01,0.924007,1.082240
1983-02-02,0.926570,1.079250
1983-02-03,0.923913,1.082350
1983-02-04,0.925904,1.080030
1983-02-07,0.925666,1.080300
1983-02-08,0.917531,1.089880
1983-02-09,0.916806,1.090740
1983-02-10,0.915207,1.092650
1983-02-11,0.913681,1.094470
1983-02-14,0.916551,1.091050
1983-02-15,0.911398,1.097220
1983-02-16,0.914634,1.093330
1983-02-17,0.910937,1.097770
1983-02-18,0.913543,1.094640
1983-02-21,0.911927,1.096580
1983-02-22,0.912806,1.095520
1983-02-23,0.917653,1.089740
1983-02-24,0.916064,1.091630
1983-02-25,0.916030,1.091670
1983-02-28,0.917475,1.089950
1983-03-01,0.921430,1.085270
1983-03-02,0.918977,1.088170
1983-03-03,0.918902,1.088260
1983-03-04,0.918159,1.089140
1983-03-07,0.915669,1.092100
1983-03-08,0.916725,1.090840
1983-03-09,0.918609,1.088600
1983-03-10,0.917164,1.090320
1983-03-11,0.918124,1.089180
1983-03-14,0.917355,1.090090
1983-03-15,0.913079,1.095200
1983-03-16,0.915940,1.091770
1983-03-17,0.916500,1.091110
1983-03-18,0.920110,1.086830
1983-03-21,0.923573,1.082750
1983-03-22,0.924938,1.081150
1983-03-23,0.927843,1.077770
1983-03-24,0.925449,1.080560
1983-03-25,0.926549,1.079270
1983-03-28,0.929483,1.075870
1983-03-29,0.929589,1.075740
1983-03-30,0.928581,1.076910
1983-03-31,0.927068,1.078670
1983-04-01,0.927418,1.078260
1983-04-04,0.925569,1.080420
1983-04-05,0.924365,1.081820
1983-04-06,0.922685,1.083790
1983-04-07,0.922903,1.083540
1983-04-08,0.925394,1.080620
1983-04-11,0.923648,1.082660
1983-04-12,0.922756,1.083710
1983-04-13,0.922241,1.084320
1983-04-14,0.924837,1.081270
1983-04-15,0.923666,1.082640
1983-04-18,0.924068,1.082170
1983-04-19,0.923990,1.082260
1983-04-20,0.925205,1.080840
1983-04-21,0.924419,1.081760
1983-04-22,0.923717,1.082580
1983-04-25,0.922036,1.084560
1983-04-26,0.923006,1.083420
1983-04-27,0.923422,1.082930
1983-04-28,0.925011,1.081070
1983-04-29,0.924527,1.081630
1983-05-02,0.924362,1.081830
1983-05-03,0.923674,1.082630
1983-05-04,0.922276,1.084270
1983-05-05,0.921150,1.085600
1983-05-06,0.921462,1.085230
1983-05-09,0.919410,1.087650
1983-05-10,0.920900,1.085890
1983-05-11,0.919493,1.087560
1983-05-12,0.919850,1.087130
1983-05-13,0.921252,1.085480
1983-05-16,0.922896,1.083550
1983-05-17,0.924462,1.081710
1983-05-18,0.922611,1.083880
1983-05-19,0.924814,1.081300
1983-05-20,0.924919,1.081180
1983-05-23,0.927338,1.078360
1983-05-24,0.926242,1.079630
1983-05-25,0.925777,1.080170
1983-05-26,0.925182,1.080870
1983-05-27,0.927106,1.078630
1983-05-31,0.928216,1.077340
1983-06-01,0.931996,1.072970
1983-06-02,0.932862,1.071970
1983-06-03,0.933433,1.071310
1983-06-06,0.935215,1.069270
1983-06-07,0.935808,1.068600
1983-06-08,0.937134,1.067080
1983-06-09,0.935957,1.068430
1983-06-10,0.935348,1.069120
1983-06-13,0.935149,1.069350
1983-06-14,0.938467,1.065570
1983-06-15,0.942210,1.061330
1983-06-16,0.938234,1.065830
1983-06-17,0.935673,1.068750
1983-06-20,0.937051,1.067180
1983-06-21,0.937171,1.067040
1983-06-22,0.933555,1.071170
1983-06-23,0.933307,1.071460
1983-06-24,0.932594,1.072280
1983-06-27,0.931358,1.073700
1983-06-28,0.938031,1.066060
1983-06-29,0.935392,1.069070
1983-06-30,0.936023,1.068350
1983-07-01,0.934823,1.069720
1983-07-04,0.937245,1.066960
1983-07-05,0.938891,1.065090
1983-07-06,0.938091,1.066000
1983-07-07,0.936994,1.067240
1983-07-08,0.938660,1.065350
1983-07-11,0.940621,1.063130
1983-07-12,0.941155,1.062520
1983-07-13,0.941274,1.062390
1983-07-14,0.940336,1.063450
1983-07-15,0.942657,1.060830
1983-07-18,0.941785,1.061810
1983-07-19,0.942090,1.061470
1983-07-20,0.940449,1.063320
1983-07-21,0.938017,1.066080
1983-07-22,0.941041,1.062650
1983-07-25,0.944477,1.058790
1983-07-26,0.942237,1.061300
1983-07-27,0.944317,1.058970
1983-07-28,0.944557,1.058700
1983-07-29,0.947302,1.055630
1983-08-01,0.950481,1.052100
1983-08-02,0.949970,1.052670
1983-08-03,0.950697,1.051860
1983-08-04,0.951645,1.050810
1983-08-05,0.955305,1.046790
1983-08-08,0.956399,1.045590
1983-08-09,0.954276,1.047920
1983-08-10,0.957403,1.044490
1983-08-11,0.960321,1.041320
1983-08-12,0.960118,1.041540
1983-08-15,0.957651,1.044220
1983-08-16,0.952469,1.049900
1983-08-17,0.949310,1.053400
1983-08-18,0.946359,1.056680
1983-08-19,0.948766,1.054000
1983-08-22,0.947514,1.055390
1983-08-23,0.944221,1.059070
1983-08-24,0.947877,1.054990
1983-08-25,0.948326,1.054490
1983-08-26,0.950681,1.051880
1983-08-29,0.953979,1.048240
1983-08-30,0.955156,1.046950
1983-08-31,0.957297,1.044610
1983-09-01,0.954551,1.047610
1983-09-02,0.956739,1.045220
1983-09-05,0.954227,1.047970
1983-09-06,0.953265,1.049030
1983-09-07,0.955685,1.046370
1983-09-08,0.954098,1.048110
1983-09-09,0.952524,1.049840
1983-09-12,0.950268,1.052340
1983-09-13,0.952828,1.049510
1983-09-14,0.954414,1.047760
1983-09-15,0.954557,1.047610
1983-09-16,0.952730,1.049620
1983-09-19,0.951382,1.051100
1983-09-20,0.950133,1.052480
1983-09-21,0.950916,1.051620
1983-09-22,0.951102,1.051410
1983-09-23,0.950522,1.052050
1983-09-26,0.947134,1.055820
1983-09-27,0.948916,1.053830
1983-09-28,0.945951,1.057140
1983-09-29,0.947045,1.055920
1983-09-30,0.946221,1.056840
1983-10-03,0.943880,1.059460
1983-10-04,0.945796,1.057310
1983-10-05,0.941343,1.062310
1983-10-06,0.940740,1.062990
1983-10-07,0.938524,1.065500
1983-10-10,0.937122,1.067100
1983-10-11,0.938157,1.065920
1983-10-12,0.943074,1.060360
1983-10-13,0.941596,1.062030
1983-10-14,0.943759,1.059590
1983-10-17,0.940526,1.063240
1983-10-18,0.939071,1.064880
1983-10-19,0.940269,1.063530
1983-10-20,0.940445,1.063330
1983-10-21,0.938789,1.065200
1983-10-24,0.942592,1.060900
1983-10-25,0.940898,1.062810
1983-10-26,0.942503,1.061010
1983-10-27,0.943190,1.060230
1983-10-28,0.942620,1.060870
1983-10-31,0.944040,1.059280
1983-11-01,0.946374,1.056670
1983-11-02,0.947392,1.055530
1983-11-03,0.945912,1.057180
1983-11-04,0.948798,1.053970
1983-11-07,0.951485,1.050990
1983-11-08,0.951072,1.051450
1983-11-09,0.950241,1.052370
1983-11-10,0.948392,1.054420
1983-11-11,0.948627,1.054160
1983-11-14,0.948430,1.054370
1983-11-15,0.949574,1.053100
1983-11-16,0.949127,1.053600
1983-11-17,0.951756,1.050690
1983-11-18,0.952398,1.049980
1983-11-21,0.953558,1.048700
1983-11-22,0.952682,1.049670
1983-11-23,0.951678,1.050780
1983-11-24,0.953581,1.048680
1983-11-25,0.954777,1.047370
1983-11-28,0.953968,1.048250
1983-11-29,0.955272,1.046820
1983-11-30,0.951855,1.050580
1983-12-01,0.951880,1.050550
1983-12-02,0.952461,1.049910
1983-12-05,0.955804,1.046240
1983-12-06,0.957253,1.044660
1983-12-07,0.956700,1.045260
1983-12-08,0.956865,1.045080
1983-12-09,0.959904,1.041770
1983-12-12,0.960104,1.041550
1983-12-13,0.960775,1.040830
1983-12-14,0.963067,1.038350
1983-12-15,0.961124,1.040450
1983-12-16,0.962931,1.038500
1983-12-19,0.962958,1.038470
1983-12-20,0.962196,1.039290
1983-12-21,0.962367,1.039110
1983-12-22,0.961322,1.040230
1983-12-23,0.960739,1.040870
1983-12-27,0.959802,1.041880
1983-12-28,0.959430,1.042290
1983-12-29,0.956904,1.045040
1983-12-30,0.955153,1.046950
1984-01-03,0.957595,1.044280
1984-01-04,0.963475,1.037910
1984-01-05,0.963987,1.037360
1984-01-06,0.965160,1.036100
1984-01-09,0.967904,1.033160
1984-01-10,0.967934,1.033130
1984-01-11,0.967736,1.033340
1984-01-12,0.969500,1.031460
1984-01-13,0.968933,1.032060
1984-01-16,0.965703,1.035520
1984-01-17,0.962813,1.038620
1984-01-18,0.966782,1.034360
1984-01-19,0.963714,1.037650
1984-01-20,0.963986,1.037360
1984-01-23,0.966627,1.034530
1984-01-24,0.968258,1.032780
1984-01-25,0.968095,1.032960
1984-01-26,0.966257,1.034920
1984-01-27,0.966745,1.034400
1984-01-30,0.966880,1.034260
1984-01-31,0.967034,1.034090
1984-02-01,0.965967,1.035230
1984-02-02,0.961719,1.039810
1984-02-03,0.959836,1.041850
1984-02-06,0.960033,1.041630
1984-02-07,0.962537,1.038920
1984-02-08,0.960661,1.040950
1984-02-09,0.958644,1.043140
1984-02-10,0.961004,1.040580
1984-02-13,0.960068,1.041590
1984-02-14,0.960715,1.040890
1984-02-15,0.955000,1.047120
1984-02-16,0.952278,1.050110
1984-02-17,0.953302,1.048990
1984-02-20,0.953597,1.048660
1984-02-21,0.955672,1.046380
1984-02-22,0.951631,1.050830
1984-02-23,0.949932,1.052710
1984-02-24,0.946688,1.056310
1984-02-27,0.947560,1.055340
1984-02-28,0.942706,1.060780
1984-02-29,0.943280,1.060130
1984-03-01,0.943196,1.060230
1984-03-02,0.941775,1.061830
1984-03-05,0.934970,1.069550
1984-03-06,0.933719,1.070990
1984-03-07,0.931075,1.074030
1984-03-08,0.935708,1.068710
1984-03-09,0.936787,1.067480
